id,question,level_1_knowledge,level_2_knowledge,level_3_knowledge,level_4_knowledge,level_5_knowledge,level_6_knowledge,level_7_knowledge,level_8_knowledge,level_9_knowledge
6056,-1/2017的相反数是(    ),029210100000000,029210101000000,029210101010000,029210100000000,029210101100000,029210101180000,029210100000000,029210101000000,029210101070000
6057,计算结果为$a^6$的是(    )．,029210100000000,029210102100000,029210102170000,029210100000000,029210101000000,029210101090000,029210100000000,029210102000000,029210102050000
6058,据报道，2016年全年国内生产总值约为744000 亿元，则744000亿元用科学记数法表示为(    ),029210100000000,029210101100000,029210101140000,029210100000000,029210101100000,029210101180000,029210100000000,029210101100000,029210101160000
6059,如图数轴上表示的是下列哪个不等式组的解集(    ),029210200000000,029210203100000,029210203110000,029210100000000,029210101000000,029210101020000,029210200000000,029210203000000,029210203020000
6060,下列事件中是必然事件的是(   ).,029210600000000,029210603000000,029210603060000,029210600000000,029210603000000,029210603070000,029210600000000,029210600000000,029210600000000
6061,正五边形的每一个外角是(    )．,029210400000000,029210408000000,029210408000000,029210400000000,029210402000000,029210402040000,029210500000000,029210501000000,029210501030000
6062,"如图，直线$l1∥l2∥l3$，直线$AC$分别交$l1$、$l2$、$l3$于点$A$、
$B$、$C$，直线$DF$分别交$l1$、$l2$、$l3$于点$D$、$E$、$F$，$AC$
与$DF$相交于点$H$，则下列式子不正确的是(    )．",029210400000000,029210403000000,029210403050000,029210400000000,029210402000000,029210402040000,029210500000000,029210501000000,029210501030000
6063,设$P=√2017^2-2016x2018$，$Q=√2017^2-4034x2018+2018^2$，则$P$与$Q$的关系为(    )．,029210100000000,029210102000000,029210102060000,029210100000000,029210105000000,029210105060000,029210100000000,029210102000000,029210102010000
6064,已知点$A$，点$B$都在直线$l$的上方，试用尺规作图在直线$l$上求作一点$P$，使得$PA+PB $的值最小，则下列作法正确的是(    ).,029210500000000,029210502000000,029210502010000,029210400000000,029210401000000,029210401050000,029210400000000,029210403000000,029210403050000
6065,"无论$m$为何值,点$A$($m$,$3-2m$)不可能在(    ).",029210300000000,029210301000000,029210301030000,029210300000000,029210301000000,029210301010000,029210300000000,029210302000000,029210302010000
6066,当$x$       时，二次根式$√2-x$有意义.,029210100000000,029210105000000,029210105020000,029210100000000,029210105000000,029210105060000,029210300000000,029210302000000,029210302010000
6067,"设数据:1，2，3，4，5的方差为$S1^2$，数据:$11$，$12$，$13$，$14$，
15的方差为$S2^2$，则$S1^2$     $S2^2$.(填：“>”、“<”或“=”).",029210600000000,029210601000000,029210601060000,029210600000000,029210601000000,029210601000000,029210600000000,029210601100000,029210601170000
6068,已知$(2a+2b+1)(2a+2b-1) =19$，则$a+b= $        .,029210100000000,029210102000000,029210102050000,029210100000000,029210102000000,029210102030000,029210100000000,029210102000000,029210102060000
6069,"如图，$∠ACD$是$△ABC$的外角，若$∠ACD-∠B=80°$，
则$∠A=  °$",029210400000000,029210402000000,029210402040000,029210400000000,029210404000000,029210404010000,029210400000000,029210402000000,029210402050000
6070,"如图，在$⊙O$中，圆周角$∠ACB=150°$，弦$AB=4$，
则扇形$OAB$的面积是___________.",029210400000000,029210409000000,029210409010000,029210400000000,029210409000000,029210409040000,029210400000000,029210406000000,029210406040000
6071,在$RT△ABC$中，$∠C=90°$，$AC=4$，$BC=3$，,029210400000000,029210404000000,029210404010000,029210400000000,029210402000000,029210402040000,029210500000000,029210501000000,029210501030000
6072,计算：$√32x√1/2-(√3-2)^0-｜-2｜+2^-1$．,029210100000000,029210102100000,029210102170000,029210100000000,029210101000000,029210101040000,029210100000000,029210101100000,029210101180000
6073,先化简，再求值:$a^2-6a+9/a^2-4·a+2/a-3-a-1/a-2$，其中$a=-4$．,029210100000000,029210102000000,029210102060000,029210100000000,029210102000000,029210102050000,029210100000000,029210103000000,029210103010000
6074,如图，$△ADE$与$△CBF$的边$AE$、$CF$在同一条直线上，$DE∥BF$，$AD∥BC$，$AF=CE$，求证：$△ADE$≌$△CBF$．,029210400000000,029210407000000,029210407030000,029210400000000,029210403000000,029210403050000,029210400000000,029210406000000,029210406010000
6075,如图，在$△ABC$中，$AB=AC=13cm$，$AD⊥BC$于点$D$，把线段$BD$沿着$BA$ 的方向平移13$cm$得到线段$AE$，连接$EC$.,029210400000000,029210404000000,029210404010000,029210400000000,029210401000000,029210401090000,029210500000000,029210503000000,029210503010000
6076,某校校本课程中心为了解该校学生喜欢校本课程的情况，采取抽样调查的办法，通过书法、剪纸、灯谜、足球四门课程的选报情况调查若干名学生的兴趣爱好，要求每位同学只能选择一门自己喜欢的课程，并将调查结果绘制成如下两幅不完整的统计图，请你根据图中提供的信息，解答：,029210600000000,029210601000000,029210601040000,029210600000000,029210601100000,029210601170000,029210600000000,029210601100000,029210601100000
6077,在平面直角坐标系中，把图中的$RT△ABO$($∠ABO=90°$沿$x$轴负半轴平移得到$△CDE$，已知$OB=3$，$AB=4$，函数$y1=k1/x$($x>0$)的图象经过点$A$.,029210400000000,029210406000000,029210406030000,029210300000000,029210301000000,029210301010000,029210300000000,029210301000000,029210301030000
6078,为了迎接校运会开幕式，现要求甲乙两队赶制小红旗，已知甲队的工作效率是乙队的2倍，若两队各单独赶制400面小红旗，甲队比乙队少用4天完成.,029210200000000,029210201100000,029210201100000,029210300000000,029210303000000,029210303050000,029210300000000,029210302000000,029210302030000
6079,如图，在平面直角坐标系中，矩形$OABC$的直角边$OA$、$OC$分别在轴的正半轴和$y$轴的正半轴上，过点$C$的直线$y=-1/3x+a$交矩形的$AB$边于点$Q$，$AQ=b$,029210400000000,029210408000000,029210408070000,029210300000000,029210301000000,029210301010000,029210300000000,029210301000000,029210301030000
6080,"如图，直线$l$：$y=x+√3$与$x$轴负半轴、$y$轴正半轴分别相交于$A$、$C$两点，抛物线$y=-√3/3x^2+bx+c$经过点$B$(1,0)和点$C$.",029210400000000,029210403000000,029210403050000,029210300000000,029210301000000,029210301010000,029210300000000,029210301000000,029210301030000
6081,$｜-1/5｜=  $        ．,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101070000,029210100000000,029210101100000,029210101180000
6082,分解因式：$x^3y-xy^3  = $                   ．,029210100000000,029210103000000,029210103010000,029210100000000,029210103000000,029210103040000,029210100000000,029210102000000,029210102050000
6083,如图，$AB∥CD$，$CE$平分$∠BCD$，$∠B＝36°$，则$∠DCE$等于            ．,029210400000000,029210403000000,029210403050000,029210400000000,029210404000000,029210404090000,029210400000000,029210402000000,029210402040000
6084,"一台洗衣机的进价是2000元，如果商店要盈利10%，则购买m台这样的洗衣机需
   要               元",029210200000000,029210201100000,029210201100000,029210300000000,029210303000000,029210303050000,029210300000000,029210302000000,029210302030000
6085,"如果圆锥的侧面展开图是圆心角为120°，半径为3$cm$的扇形，那么这个圆锥的高为       
                   $cm$．",029210400000000,029210401000000,029210401080000,029210400000000,029210401000000,029210401030000,029210400000000,029210409000000,029210409080000
6086,"观察下列等式：          
              
  根据上述各等式反映的规律，请写出第5个等式：",029210100000000,029210102000000,029210102070000,029210100000000,029210101100000,029210101180000,029210100000000,029210105000000,029210105090000
6087,"据统计， 2016年某市的初中毕业生人数约有43900人，这个数字用科学记数法可
   以表示为（    ）",029210100000000,029210101100000,029210101140000,029210100000000,029210101100000,029210101180000,029210100000000,029210101100000,029210101160000
6088,如图所示的几何体的主视图是（    ）,029210400000000,029210401000000,029210401050000,029210400000000,029210401000000,029210401030000,029210400000000,029210401000000,029210401020000
6089,下列运算正确的是（    ）,029210100000000,029210101100000,029210101180000,029210100000000,029210101000000,029210101090000,029210100000000,029210101000000,029210101070000
6090,函数$y=1/√4-x$中自变量$x$的取值范围是（    ）,029210300000000,029210302000000,029210302010000,029210300000000,029210303000000,029210303060000,029210300000000,029210302000000,029210302020000
6091,"关于$x$的一元二次方程$x^2-2x+m=0$有两个不相等的实数根，则实数$m$的取值
　　范围是（    ）",029210200000000,029210204000000,029210204010000,029210200000000,029210201000000,029210201010000,029210200000000,029210202000000,029210202030000
6092,"某市4月份最高气温统计如图所示，则在最高气温这组数据中，众数和中位数
    分别是（　　）",029210600000000,029210601100000,029210601120000,029210600000000,029210601100000,029210601110000,029210600000000,029210601100000,029210601170000
6093,将抛物线$y=(x-1)^2+4$先向右平移4个单位长度，再向下平移3个单位长度，得到的抛物线的顶点坐标为（    ）,029210300000000,029210305000000,029210305030000,029210300000000,029210303000000,029210303060000,029210300000000,029210303100000,029210303130000
6094,"如图，$ΔABC$是等腰三角形，$AB=AC=3$，$BC=1$． 点$D$在$AB$边上，点$E$在$CB$的延长线上，已知$AD=1$，$BE=1$，连接$ED$并延长交$AC$于点$F$, 则线段$AF$的长为（    ）",029210400000000,029210407000000,029210407020000,029210400000000,029210407000000,029210407030000,029210400000000,029210404000000,029210404010000
6095,"解不等式组$x+3>1$,$2(x-1)≤4$",029210200000000,029210203100000,029210203110000,029210200000000,029210203000000,029210203020000,029210100000000,029210101000000,029210101020000
6096,"如图，在$△AFD$和$△CEB$中，点$A$、$E$、$F$、$C$在同一直线
上，$AE=CF$，$∠B=∠D$，$AD∥BC$．
求证：$DF=BE$．　　",029210400000000,029210404000000,029210404010000,029210400000000,029210402000000,029210402040000,029210500000000,029210501000000,029210501030000
6097,某公司购买了办公用的$A$、$B$两种型号护眼台灯共60盏，花费了5160元．已知$A$型台灯每盏80元，$B$型台灯每盏100元．则$A$、$B$两种型号的护 眼台灯各买了多少盏？,029210200000000,029210201100000,029210201100000,029210300000000,029210303000000,029210303050000,029210300000000,029210302000000,029210302030000
6098,"为了了解市民“获取新闻的最主要途径”，某市记者开展了一次抽
       样调查，根据调查结果绘制了如下尚不完整的统计图．",029210600000000,029210601000000,029210601040000,029210600000000,029210601100000,029210601170000,029210600000000,029210601100000,029210601100000
6099,"将如图所示的牌面数字分别是1，2，3，4的四张扑克牌背面朝上，
       洗匀后放在桌面上，从中随机抽取两张．",029210600000000,029210601000000,029210601050000,029210100000000,029210101100000,029210101180000,029210600000000,029210603000000,029210603060000
6100,"如图，在矩形$ABCD$中，$AB＝8$，$AD＝6$，点$E$、$F$分别在边$CD$、
    $AB$上，且$DE＝BF$．",029210400000000,029210408000000,029210408070000,029210300000000,029210301000000,029210301010000,029210300000000,029210301000000,029210301030000
6101,"商场进了一批家用空气净化器，成本为1200元/台．经调查发现，
这种空气净化器每周的销售量$y$（台）与售价$x$（元/台）之间的关系如图所示：",029210200000000,029210201100000,029210201100000,029210300000000,029210303000000,029210303050000,029210300000000,029210302000000,029210302030000
6102,"如图，在$Rt△ABC$中，$∠C=90°$，$BD$平分$∠ABC$，与$AC$交于点
$D$，点$O$是$AB$上一点，$⊙O$过$B$、$D$两点，且分别交$AB$、$BC$于点$E$、$F$．",029210400000000,029210404000000,029210404010000,029210400000000,029210402000000,029210402040000,029210500000000,029210501000000,029210501030000
6103,"如图，抛物线$y=-1/2x^2+bx+c $              与$x$轴交于$A$（-1，0）、$B$两
    点， 与$y$轴交于点$C$（0，2）， 抛物线的对称轴交$x$轴于点$D$．",029210300000000,029210305000000,029210305030000,029210300000000,029210303000000,029210303060000,029210300000000,029210303100000,029210303130000
6104,3的相反数是（   ）．,029210100000000,029210101000000,029210101010000,029210100000000,029210101100000,029210101180000,029210100000000,029210101000000,029210101070000
6105,在下列四个图形中，是中心对称图形的是（    ）．,029210400000000,029210408100000,029210408120000,029210400000000,029210408100000,029210408110000,029210500000000,029210501000000,029210501030000
6106,计算$6x^6÷3x^2$的结果是（   ）,029210100000000,029210102100000,029210102170000,029210100000000,029210101000000,029210101090000,029210100000000,029210102000000,029210102050000
6107,下列调查中，最适宜采用抽样调查方式的是（   ）．,029210600000000,029210601000000,029210601010000,029210600000000,029210601000000,029210601040000,029210600000000,029210601100000,029210601170000
6108,"如图，直线$a$,直线$b$被直线$c$所截，且$a∥b$，若$∠1=40°$， 则$∠2$的度数是（   ）．",029210400000000,029210403000000,029210403050000,029210400000000,029210402000000,029210402040000,029210500000000,029210501000000,029210501030000
6109,"若$△ABC$ ∽$△A′B′C′$ ，且$△ABC$与$△A′B′C′$的相似比为1:2，则$△ABC$与$△A′B′C′$
的面积比是（   ）",029210400000000,029210407000000,029210407030000,029210400000000,029210406000000,029210406040000,029210500000000,029210501000000,029210501030000
6110,若分式$1/x-2$有意义，则$x$的取值范围是（    ）,029210100000000,029210104000000,029210104010000,029210100000000,029210104000000,029210104030000,029210100000000,029210101100000,029210101180000
6111,已知$a^2+2a-3=0$，则代数式$2a^2+4a-3$的值是（     ）,029210100000000,029210102000000,029210102060000,029210200000000,029210202000000,029210202030000,029210100000000,029210102000000,029210102010000
6112,如图，正方形$ABCD$的边长为2，连接$BD$，先以$D$为圆心，$DA$为半径作弧$AC$，再以$D$为圆心，$DB$为半径作弧，且$D$、$C$、$E$三点共线，则图中两个阴影部分的面积之和是（     ）,029210400000000,029210408100000,029210408100000,029210400000000,029210409000000,029210409010000,029210400000000,029210406000000,029210406040000
6113,下列图形是由同样大小的棋子按照一定规律排列而成的，其中，图1中有5个棋子，图2中有10个棋子，图3中有16个棋子，……，则图7中有（     ）个棋子.,029210600000000,029210601000000,029210601050000,029210100000000,029210101100000,029210101180000,029210600000000,029210600000000,029210600000000
6114,"如图是某水库大坝的横截面示意图，已知$AD∥BC$，且$AD$、$BC$之间的距离为
15米，背水坡$CD$的坡度$i=1:0.6$，为提高大坝的防洪能力，需对大坝进行加固，加固后大坝顶端$AE$比原来的顶端$AD$加宽了2米，背水坡$EF$的坡度$i=3:4$，则大坝底端增加的长度$CF$是（     ）米.",029210400000000,029210408000000,029210408060000,029210400000000,029210402000000,029210402040000,029210500000000,029210501000000,029210501030000
6115,从-3，-2，-1，0，1，2这六个数中，随机抽取一个数，记为$m$．若数$m$使关于$x$的分式方程$1/2x-1-1=m/1-2x$的解是正实数或零；且使得的二次函数$y=-x^2+(2m-1)x+1$的图象，在$x>1$时，$y$随$x$的增大而减小，则满足条件的所有$m$之和是（   ）,029210100000000,029210102000000,029210102060000,029210100000000,029210104000000,029210104030000,029210100000000,029210102000000,029210102010000
6116,据报道，西部地区最大的客运枢纽系统——重庆西站，一期工程已经完成90%，预计在年内建成投入使用．届时，预计每年客流量可达42000000人次，将数42000000用科学记数法表示为             ．,029210100000000,029210101100000,029210101140000,029210100000000,029210101100000,029210101180000,029210100000000,029210101100000,029210101160000
6117,计算：$(π-3)^0-｜-2｜+(-1/2)^-2=  $           ．,029210100000000,029210102100000,029210102170000,029210100000000,029210101000000,029210101040000,029210100000000,029210101100000,029210101180000
6118,"如图，$AB$是$⊙O$的直径，点$C$和点$D$是$⊙O$上两点，连接$AC$、$CD$、$BD$，
若$CA=CD$，$∠ACD=80°$ ，则$ ∠CAB=  $           °．",029210400000000,029210409000000,029210409010000,029210400000000,029210409000000,029210409040000,029210400000000,029210402000000,029210402040000
6119,从-1，-2，1/2，2/3四个数中，任取一个数记为$k$，再从余下的三个数中，任取一个数记为$b$．则一次函数$y=kx+b$的图象不经过第四象限的概率是         ．,029210300000000,029210302000000,029210302010000,029210300000000,029210303000000,029210303050000,029210300000000,029210303000000,029210303060000
6120,甲、乙两人在1800米长的直线道路上跑步，甲、乙两人同起点、同方向出发，并分别以不同的速度匀速前进.已知，甲出发30秒后，乙出发，乙到终点后立即返回，并以原来的速度前进，最后与甲相遇，此时跑步结束. 如图，$y$（米）表示甲、乙两人之间的距离，$t$（秒）表示甲出发的时间，图中折线及数据表示整个跑步过程中$y$与$t$函数关系.那么，乙到终点后_______秒与甲相遇.,029210300000000,029210302000000,029210302010000,029210300000000,029210302000000,029210302030000,029210200000000,029210201100000,029210201100000
6121,"如图，正方形$ABCD$中，$F$为$BC$边上的中点，连接$AF$交对角线$BD$于$G$，在$BD$ 
上截$BE=BA$， 连接$AE$.将$△ADE$沿$AD$翻折得$△ADE′$，连接$E′C$交$BD$于$H$.若$BG=2$，则四边形$AGHE′$的面积是__________.",029210400000000,029210408100000,029210408100000,029210500000000,029210502000000,029210502030000,029210400000000,029210406000000,029210406040000
6122,"如图，在$△ABC$和$△AEF$中，$AC//EF$，$AB=FE$，$AC=AF$，
求证：$∠B=∠E$．",029210400000000,029210407000000,029210407030000,029210400000000,029210402000000,029210402040000,029210400000000,029210404000000,029210404010000
6123,"为了了解某校初三学生体能水平，体育老师从刚结束的“女生800米，男生1000米”  
体能测试成绩中随机抽取了一部分同学的成绩，按照“优秀、良好、合格、不合格”进行了统计，并绘制了下列不完整的统计图，请根据图中信息解答下列问题：",029210600000000,029210601000000,029210601040000,029210600000000,029210601100000,029210601170000,029210600000000,029210601100000,029210601100000
6124,计算：$(2a-b)^2-2b(b-2a)$,029210100000000,029210102000000,029210102060000,029210100000000,029210102000000,029210102050000,029210100000000,029210102000000,029210102010000
6125,计算：$(x-x/x-1)÷x^3-2x^2/x^2-2x+1-x/x+1$,029210100000000,029210102000000,029210102060000,029210100000000,029210102000000,029210102050000,029210100000000,029210102000000,029210102060000
6126,"如图，在平面直角坐标系中，一次函数$y=kx+b$($b≠0$)的图象与反比例函数$y=m/x$($m≠0$)的图象交于点$C$($n$,3)，与$x$轴、$y$轴分别交于点$A$、$B$，过点$B$作$CM⊥x$轴，垂足为$M$.若$tan∠CAM=3/4$，$OA=2$.",029210300000000,029210301000000,029210301010000,029210300000000,029210303000000,029210303050000,029210300000000,029210303000000,029210303060000
6127,我市“尚品”房地产开发公司预计今年10月份将竣工一商品房小区，其中包括高层住宅区和别墅区一共60万平方米，且高层住宅区的面积不少于别墅区面积的3倍.,029210200000000,029210202000000,029210202020000,029210400000000,029210406000000,029210406020000,029210100000000,029210101100000,029210101110000
6128,如图，$△ABC$和$△BDE$都是等腰直角三角形，其中$∠ACB=∠BDE=90°$，$AC=BC$，$BD=ED$，连接$AE$，点$F$是$AE$的中点，连接$DF$.,029210400000000,029210404000000,029210404020000,029210400000000,029210406000000,029210406020000,029210500000000,029210501000000,029210501030000
6129,"一个四位数，记千位上和百位上的数字之和为$x$，十位上和个位上的数字之和为$y$，如果$x=y$，那么称这个四位数为“和平数”.
例如：1423,$x=1+4$，$y=2+3$，因为$x=y$，所以1423是“和平数”.",029210100000000,029210101000000,029210101090000,029210100000000,029210101100000,029210101180000,029210100000000,029210101100000,029210101110000
6130,"如图1，抛物线$y=-6/5x^2+4√5/5x+2$的图象与$x$轴交于点$A$、$B$，与$y$轴交于
点$C$，连接$BC$，过点$A$作$AD//BC$交抛物线的对称轴于点$D$.",029210300000000,029210305000000,029210305030000,029210300000000,029210303000000,029210303060000,029210300000000,029210303100000,029210303130000
6131,若$x$是3的相反数，$|y|=4$，则$x-y$的值是（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101040000,029210100000000,029210101100000,029210101180000
6132,"商厦信誉楼女鞋专柜试销一种新款女鞋，一个月内销售情况如下表所示：

经理最关心的是，哪种型号的鞋销量最大．对他来说，下列统计量中最重要的是（    ）",029210600000000,029210601100000,029210601100000,029210600000000,029210601000000,029210601040000,029210600000000,029210601100000,029210601170000
6133,下面的图形中，既是轴对称图形又是中心对称图形的是（　　）,029210400000000,029210408100000,029210408110000,029210400000000,029210408100000,029210408120000,029210500000000,029210501000000,029210501030000
6134,一元二次方程$ x^2﹣3x+5=0$的根的情况是（　 ）,029210200000000,029210204000000,029210204010000,029210200000000,029210201000000,029210201010000,029210200000000,029210202000000,029210202030000
6135,下列计算错误的是   (     ),029210100000000,029210101000000,029210101090000,029210100000000,029210101000000,029210101070000,029210100000000,029210101100000,029210101180000
6136,"下列命题中真命题的个数是（　　） 
①用四舍五入法对0.05049取近似值为0.050（精确到0.001）； 
②若代数式有意义，则$x$的取值范围是$x≤- $且$x≠-2$； 
③点$P$(2，-3)关于$x$轴的对称点为$P$,（-2,-3）； 
④月球距离地球表面约为384000000米，这个距离用科学记数法表示为3.84×108米．",029210100000000,029210101100000,029210101140000,029210100000000,029210101100000,029210101160000,029210400000000,029210408100000,029210408110000
6137,如图，直线$EF$分别与直线$AB$、$CD$相交于点$G$、$H$，已知$∠3=∠1=∠2=50°$，$GM$平分$∠HGB$交直线$CD$于点$M$．则$∠3=$（    ）,029210400000000,029210403000000,029210403050000,029210400000000,029210402000000,029210402040000,029210500000000,029210501000000,029210501030000
6138,不等式组的解集在数轴上表示正确的是（　　）,029210200000000,029210203100000,029210203100000,029210100000000,029210101000000,029210101020000,029210100000000,029210101100000,029210101180000
6139,如图，$△ABC$中，点$D$、$E$分别在边$AB$、$BC$上，$DE∥AC$，若$DB=4$，$AB=6$，$BE=3$，则$EC$的长是（　　）,029210400000000,029210404000000,029210404020000,029210400000000,029210406000000,029210406020000,029210500000000,029210501000000,029210501030000
6140,如图，在$△ABC$中，$∠C=90°$，$∠B=30°$，边$AB$的垂直平分线$DE$交$AB$于点$E$，交$BC$于点$D$，$CD=3$，则$BC$的长为（　　）,029210400000000,029210404000000,029210404020000,029210400000000,029210404000000,029210404010000,029210400000000,029210402000000,029210402040000
6141,某生态示范园，计划种植一批核桃，原计划总产量达36万千克，为了满足市场需求，现决定改良核桃品种，改良后平均每亩产量是原计划的1.5倍，总产量比原计划增加了9万千克，种植亩数减少了20亩，则原计划和改良后平均每亩产量各多少万千克？设原计划每亩平均产量$x$万千克，则改良后平均每亩产量为1.5$x$万千克，根据题意列方程为（　　）,029210200000000,029210201100000,029210201100000,029210200000000,029210202000000,029210202030000,029210200000000,029210202000000,029210202020000
6142,如图，点$A$是反比例函数$y=$（$＞0$）的图象上任意一点，$AB∥x$轴交反比例函数$y=-$的图象于点$B$，以$AB$为边作平行四边形$ABCD$，其中$C$，$D$在$x$轴上，则平行四边形$ABCD$的面积为（　　）,029210300000000,029210304000000,029210304030000,029210400000000,029210408000000,029210408090000,029210300000000,029210303000000,029210303060000
6143,中考体育男生抽测项目规则是：从立定跳远、实心球、引体向上中随机抽一项，从50米，50×2米，100米中随机抽一项，恰好抽中实心球和50米的概率是,029210600000000,029210603000000,029210603060000,029210600000000,029210601000000,029210601050000,029210100000000,029210101100000,029210101180000
6144,因式分解：$ab^2-2ab+a=$,029210100000000,029210103000000,029210103060000,029210100000000,029210102000000,029210102010000,029210100000000,029210102000000,029210102050000
6145,在直角坐标平面中，将抛物线$y=2x^2$先向上平移1个单位，再向右平移1个单位，那么平移后的抛物线解析式是 ______,029210300000000,029210305000000,029210305030000,029210300000000,029210303000000,029210303060000,029210300000000,029210303100000,029210303130000
6146,如图，$?ABCD$的周长为36，对角线$AC$，$BD$相交于点$O$．点$E$是$CD$的中点，$BD=12$，则$△DOE$的周长为 ______ ．,029210400000000,029210406000000,029210406030000,029210400000000,029210408000000,029210408090000,029210400000000,029210406000000,029210406040000
6147,如图，在$Rt△ABC$中，$∠ACB=90°$，$AC=BC=1$，将$Rt△ABC$绕$A$点逆时针旋转30°后得到$Rt△ADE$，点$B$经过的路径为，则图中阴影部分的面积是 ______,029210400000000,029210404000000,029210404020000,029210500000000,029210502000000,029210502050000,029210400000000,029210406000000,029210406040000
6148,如果将棱长相等的小正方体按如图的方式摆放，从上到下依次为第一层，第二层，第三层，……，那么第10层的小正方体的个数是_________________。,029210400000000,029210401000000,029210401030000,029210400000000,029210401000000,029210401050000,029210500000000,029210501000000,029210501030000
6149,先化简，再求值：$（+）÷，其中x=√2-1$．,029210100000000,029210102000000,029210102060000,029210100000000,029210102000000,029210102050000,029210100000000,029210102000000,029210102060000
6150,$（-1）^2015+（-）^-1+-2sin45°$,029210100000000,029210102100000,029210102170000,029210100000000,029210104000000,029210104030000,029210100000000,029210101100000,029210101180000
6151,如图，直线$l1$的解析表达式为$y=-3x+3$，且$l1$与$x$轴交于点$D$，直线$l2$经过点$A$，$B$，直线$l1$，$l2$，交于点$C$．,029210300000000,029210304000000,029210304020000,029210400000000,029210402000000,029210402040000,029210300000000,029210303000000,029210303060000
6152,"滨州苏宁电器超市销售每台进价分别为190元、160元的$A$、$B$两种型号的电风扇，下表是近两周的销售情况： 

（进价、售价均保持不变，利润=销售收入-进货成本）",029210600000000,029210601100000,029210601140000,029210600000000,029210601100000,029210601170000,029210600000000,029210601100000,029210601100000
6153,"如图，一堤坝的坡角$∠ABC=62°$，坡面长度$AB=25$米（图为横截面），为了使堤坝更加牢固，一施工队欲改变堤坝的坡面，使得坡面的坡角$∠ADB=50°$，则此时应将坝底向外拓宽多少米？（结果保留到0.01米）
（参考数据：$sin62°≈0.88$，$cos62°≈0.47$，$tan50°≈1.20$）",029210400000000,029210402000000,029210402040000,029210400000000,029210402000000,029210402050000,029210400000000,029210406000000,029210406040000
6154,如图：已知$AB$是$⊙O$的直径，$BC$是$⊙O$的切线，$OC$与$⊙O$相交于点$D$，连结$AD$并延长，与$BC$相交于点$E$。,029210400000000,029210409000000,029210409050000,029210400000000,029210409000000,029210409010000,029210400000000,029210409000000,029210409040000
6155,已知：抛物线$y=ax^2+bx+c$经过$A$（-1，0）、$B$（3，0）、$C$（0，3）三点，直线$l$是抛物线的对称轴，$M$为它的顶点,029210300000000,029210305000000,029210305030000,029210300000000,029210303000000,029210303060000,029210300000000,029210303100000,029210303130000
6156,数5的平方根为（　　）,029210100000000,029210101100000,029210101150000,029210100000000,029210101100000,029210101160000,029210100000000,029210101100000,029210101180000
6157,下列运算正确的是（　　）　,029210100000000,029210101100000,029210101180000,029210100000000,029210102000000,029210102060000,029210100000000,029210102000000,029210102050000
6158,已知关于$x$的一元二次方程$mx^3$.已知关于$x$的一元二次方程有两个相等的实数根，则$m$的值是（　　）$2+2mx+2-m=0$有两个相等的实数根，则$m$的值是（　　）,029210200000000,029210204000000,029210204010000,029210200000000,029210204000000,029210204060000,029210200000000,029210204000000,029210204090000
6159,若一个多边形的内角和度数为外角和的4倍，则这个多边形的边数为（　　）,029210200000000,029210204000000,029210204010000,029210200000000,029210204000000,029210204060000,029210200000000,029210204000000,029210204090000
6160,下列说法正确的是（　　）　,029210400000000,029210404100000,029210404140000,029210400000000,029210404100000,029210404170000,029210400000000,029210404100000,029210404150000
6161,下列几何图形中，即是中心对称图形又是轴对称图形的是（　　）,029210400000000,029210403100000,029210403120000,029210400000000,029210403100000,029210403110000,029210500000000,029210505000000,029210505020000
6162,如图，在等边$△ABC$中，$AD$平分$∠BAC$交$BC$于点$D$，点$E$为$AC$边的中点，$BC=2$；在$AD$上有一动点$Q$，则$QC+QE$的最小值为（　　）,029210500000000,029210503000000,029210503040000,029210500000000,029210502000000,029210502010000,029210500000000,029210502000000,029210502040000
6163,要使$√x+2/x$有意义，则$x$的取值范围是（　　）,029210400000000,029210404000000,029210404060000,029210400000000,029210404000000,029210404070000,029210400000000,029210404000000,029210404080000
6164,三棱柱的三视图如图所示，$△EFG$中，$EF=8cm$，$EG=12cm$，$∠EGF=30°$，则$AB$的长为（　　）$cm$,029210100000000,029210105000000,029210105040000,029210100000000,029210105100000,029210105100000,029210200000000,029210201000000,029210201030000
6165,某县计划经过两年时间，绿地面积增加44%，这两年平均每年绿地面积的增长率是（　　）,029210500000000,029210508000000,029210508060000,029210500000000,029210507000000,029210507010000,029210300000000,029210301000000,029210301030000
6166,"小亮家与姥姥家相距24$km$，小亮8：00从家出发，骑自行车去姥姥家，妈妈8：30从家出发，乘车沿相同路线去姥姥家，小亮和妈妈的行进路程$S$（$km$）与时间$t$（时）的函数图象如图所示，则下列说法中错误的有（　　） 
①小亮骑自行车的平均速度是12$km/h$ 
②妈妈比小亮提前0.5小时达到姥姥家 
③妈妈在距家12$km$处追上小亮 
④9：30妈妈追上小亮．",029210200000000,029210203100000,029210203130000,029210600000000,029210602000000,029210602010000,029210600000000,029210603000000,029210603070000
